approx_payout_date,country,currency,num_order,num_payouts,payout_type,previous_payouts,sale_duration,sale_duration2,show_map,user_age,venue_address,venue_name,fraud,event_id,cost,availability,quantity_total,quantity_sold
1377586800,,CAD,0,0,,0,3.0,3,1,0,,,True,7912523.0,10.0,1.0,305.0,0
1377923400,,USD,2,4,ACH,7,7.0,7,1,443,6430 Vickery Blvd,Bridget Boland's,False,7915917.0,20.0,1.0,100.0,2
1379217600,,USD,111,2,ACH,3,19.0,19,1,2371,1675 Owens St,Mission Bay Conference Center (William J. Rutter Center) - UCSF,False,7968169.0,18.46,4.0,700.0,396
1381402800,GB,GBP,0,0,,0,43.0,43,0,43,6 ,THE GATSBY MANSION,True,7977815.0,35.0,2.0,600.0,0
1378947600,US,USD,56,22,ACH,23,10.0,10,1,257,508 Westport Rd,MIX 93.3,False,8036137.0,92.56,1.0,90.0,90
1379784600,US,USD,3,0,ACH,4,18.0,18,1,398,2888 Loker Avenue East,Get Smart Workspaces,False,8075697.0,17.91,1.0,30.0,4
1378582200,MA,USD,8,0,,0,3.0,3,0,7,,,True,8082701.0,50.0,2.0,600.0,0
1380596400,IM,GBP,15,0,ACH,1,21.0,21,1,38,"18-22, Loch Promenade,",The Claremont Hotel,False,8141083.0,14.68,2.0,100.0,33
1379156400,GB,GBP,5,0,ACH,0,2.0,2,1,1,Dock Rd,Guvnor Bar,True,8163993.0,100.0,1.0,100.0,0
1380155400,US,USD,1,0,ACH,1,12.0,12,1,1140,,Pipeline Brickell - Large Conference Room,False,8206883.0,25.0,1.0,17.0,1
1379667600,US,USD,3,0,CHECK,1,4.0,4,1,0,301 West Church Street,Draft Global Beer Lounge & Grill ,False,8243619.0,175.0,3.0,25.0,1
1379998800,US,USD,3,0,,0,4.0,4,1,0,6787 Wilson Boulevard,,True,8305147.0,20.99,1.0,50.0,0
1381122000,US,USD,1,11,ACH,15,15.0,15,1,161,,NSCC,False,8338269.0,22.63,1.0,1.0,1
1380067200,US,USD,0,0,,0,,1,1,5,5956 Sherry Lane,,True,8363873.0,510.0,2.0,30.0,0
1380745800,US,USD,6,55,ACH,63,7.0,7,1,1433,2040 Martin Ave,TechLAB Innovation Center,False,8403979.0,75.0,1.0,7.0,6
1325797200,US,USD,78,19,CHECK,99,18.0,428,1,18,305 E. Houston St.,,False,999207.0,56.6,12.0,533.0,276
1298435400,US,USD,3,120,CHECK,487,88.0,89,1,292,85 MacDougal Street,,False,1064317.0,65.0,1.0,12.0,6
1303452000,US,USD,2,0,ACH,1,58.0,146,0,555,"Cabrera, Dominican Republic",,False,1064503.0,390.0,2.0,200.0,3
1295654400,US,USD,493,1,CHECK,4,54.0,55,0,356,"ORANGE COUNTY, CALIFORNIA ",UNDERGROUND WAREHOUSE,False,1064719.0,434.28,10.0,818.0,775
1326503100,US,USD,10,81,CHECK,132,83.0,83,1,804,3232 Scott Street,BIN 38,False,1097081.0,600.0,6.0,6000.0,12
1308718800,US,USD,18,12,CHECK,54,195.0,195,1,225,358 Boston Post Road,,False,1097649.0,125.0,2.0,80.0,39
1299040200,US,USD,61,4,CHECK,7,52.0,52,1,584,223 Saratoga Road,Trump International Waikiki Beachwalk,False,1162731.0,32.08,1.0,100.0,84
1296460500,US,USD,35,7,CHECK,32,16.0,16,1,332,Michigan State University,,False,1171375.0,67.89999999999999,3.0,300.0,62
1298023200,US,USD,119,20,ACH,73,32.0,32,1,61,809 Railroad Avenue,The Engine Room,False,1195157.0,40.0,2.0,300.0,182
1350608400,US,USD,5,2,ACH,5,95.0,96,1,535,333 Shipley St,Delaware Technical Community College,False,1228221.0,419.0,5.0,262.0,6
1302865200,US,USD,25,0,CHECK,4,74.0,74,0,186,2524 McKinney,The Orbit Room,False,1228273.0,10.0,1.0,600.0,39
1298876400,GB,GBP,2,0,ACH,22,22.0,22,1,18,Stoney Street,,True,1260793.0,102.74,1.0,100.0,57
1299135600,GB,GBP,5,1,ACH,22,25.0,25,1,18,26 Smithfield Street,26 Smithfield,True,1260795.0,102.74,1.0,100.0,91
1299286800,GB,GBP,3,3,ACH,22,27.0,27,1,18,26 Smithfield Street,26 Smithfield,True,1260809.0,102.74,1.0,100.0,63
1300579200,GB,GBP,1,6,ACH,22,41.0,41,1,18,26 Smithfield Street,26 Smithfield,True,1260829.0,102.74,1.0,100.0,56
1301551200,GB,GBP,3,7,ACH,22,53.0,53,0,18,,The Ultimate Wine Experience,True,1260833.0,102.74,1.0,100.0,100
1298275200,AU,AUD,5,0,ACH,1,9.0,9,1,1,Albert Lane,Vapiano Restaurant,False,1260887.0,17.55,1.0,200.0,5
1305874500,CA,CAD,17,1,ACH,4,33.0,37,1,134,111 Water Street,Marco Polo Cruise Terminal,False,1261197.0,60.0,1.0,500.0,24
1302735600,US,USD,66,9,ACH,13,52.0,52,1,172,West Hanover Avenue,Morris County Public Safety Training Academy,False,1261405.0,25.0,1.0,150.0,76
1299781500,US,USD,22,3,ACH,27,33.0,33,1,350,661 Northwest 53rd St,Embassy Suites Hotel: Boca Raton,False,1261479.0,20.0,2.0,150.0,84
1301418000,US,USD,16,9,CHECK,20,29.0,29,1,383,4145 State Route 306,Dino's Restaurant and Banquet Center,False,1261549.0,38.65000000000001,2.0,400.0,41
1378422000,US,USD,2,0,CHECK,1,408.0,408,0,0,,Malawi Africa,False,1293975.0,,1.0,0.0,2
1301374800,CA,CAD,3,0,ACH,8,33.0,35,1,0,128 Peter St,Abode Public Residence,False,1326213.0,30.0,1.0,100.0,4
1352872800,CA,CAD,14,1,ACH,3,51.0,87,1,546,526 Mayor Magrath Drive South,The Coast Lethbridge Hotel,False,1326777.0,35.0,1.0,100.0,27
1319653800,US,USD,2,69,CHECK,263,247.0,247,1,622,24000 Honda Parkway,,False,1327001.0,18.01,1.0,10.0,2
1300089600,US,USD,6,0,CHECK,1,12.0,12,0,0,,Papa Mojo's Roadhouse ,False,1359151.0,40.0,1.0,60.0,19
1303369200,US,USD,34,0,CHECK,1,42.0,42,0,485,,,False,1391943.0,315.0,5.0,600.0,33
1302759000,US,USD,3,3,CHECK,22,35.0,35,1,7,165 Main Street ,,False,1392203.0,425.0,6.0,2400.0,6
1324584000,US,USD,1,2,ACH,4,28.0,34,1,1087,711 Silver Lake Drive ,Crow Canyon Country Club,False,1392617.0,25.0,1.0,25.0,1
1309218600,GB,GBP,19,0,ACH,1,71.0,82,1,88,Crieff Road ,Perth College UHI,False,1508485.0,22.85,1.0,100.0,53
1307923200,US,USD,3,28,ACH,42,67.0,67,1,436,22455 Katy Frwy,LaQuinta Inn Katy,False,1515467.0,290.97,2.0,120.0,2
1313964000,US,USD,12,4,ACH,13,124.0,124,0,609,S100 W14020 Hwy 36,Muskego Lakes Country Club,False,1523019.0,7878.160000000003,14.0,432.0,16
1307836800,US,USD,74,0,CHECK,2,46.0,48,1,35,Idea Center at Playhouse Square,Westfield Insurance Studio Theatre,False,1556009.0,80.0,2.0,265.0,150
1349424000,CA,CAD,29,8,ACH,9,502.0,536,0,0,20393 Fraser Highway,Coast Hotel & Convention Centre,False,1556069.0,370.0,5.0,600.0,58
1305934200,US,USD,28,0,CHECK,3,33.0,33,1,0,75 Rimmon Road,Congregation B'nai Jacob,False,1556097.0,733.0799999999998,9.0,930.0,84
1307142000,US,USD,27,30,CHECK,214,47.0,47,1,229,50 Public Square,Terminal Tower,False,1556193.0,40.0,8.0,400.0,82
1318035600,GB,GBP,8,0,ACH,3,57.0,173,1,112,A12/A120 Ardleigh Junction,Ramada Hotel,False,1556255.0,18.15,2.0,80.0,35
1305689400,GB,GBP,55,1,ACH,23,30.0,30,1,39,Parliament Square,Royal Institute of Chartered Surveyors,False,1556273.0,34.0,4.0,83.0,81
1304154000,US,USD,1,0,ACH,1,4.0,4,0,0,,Studio 8 8 south First St ,False,1588745.0,20.0,1.0,20.0,2
1316991600,GB,GBP,5,0,ACH,1,145.0,145,0,682,East Midlands Conference Centre,W3G'11,False,1621333.0,,3.0,200.0,56
1309834800,US,USD,5,307,ACH,1113,62.0,62,1,458,2563 15th Street,Sipping n Painting  ,False,1621923.0,32.08,1.0,40.0,4
1308330000,AU,AUD,1,2,ACH,6,1.0,20,1,37,Cnr. McMurtrie and Main Roads,The Salopian Inn,False,1653905.0,100.0,1.0,50.0,4
1308610800,US,USD,0,0,,0,40.0,40,0,0,613 Constitution Dr,A God Send Ministries,True,1654189.0,200.0,2.0,65.0,0
1311228000,CA,CAD,6,81,ACH,293,50.0,54,1,130,1313 Hollis St.,1313,False,1717439.0,53.42999999999999,3.0,110.0,54
1309305600,US,USD,82,67,CHECK,159,29.0,29,0,797,,,False,1719551.0,23.26,1.0,100.0,91
1310425200,US,USD,31,69,CHECK,159,44.0,44,1,796,500 West Hanover Avenue,Morris County Public Safety Training Academy,False,1719555.0,9.67,1.0,50.0,31
1313571600,US,USD,18,71,ACH,225,43.0,46,1,560,19314 Highway 281 North Suite 110,Endless Music Nightclub,False,1733891.0,33.0,2.0,508.0,30
1312689600,AU,AUD,58,2,ACH,19,57.0,62,1,720,University of New South Wales,,False,1752471.0,311.58,4.0,120.0,44
1309492800,US,USD,42,3,CHECK,20,17.0,17,0,0,471 West Palmer,Patriarch Auditoriun ,False,1785187.0,5.0,1.0,180.0,180
1309240800,,CAD,26,0,ACH,1,8.0,14,0,0,8400 Jane Street,Borgata Wedding and Event Venue,False,1785303.0,22.51,1.0,100.0,49
1330415700,US,USD,2,2,ACH,29,0.0,0,0,293,,,True,1848901.0,140.76,1.0,1000.0,2
1318635000,US,USD,26,0,ACH,2,102.0,104,0,0,,"Steamboat Springs, Colorado",False,1850571.0,534.6899999999998,4.0,200.0,27
1315109700,US,USD,3,9,ACH,608,40.0,64,0,319,"Conference Room ""A""",Baptist Medical Center Beaches,False,1850767.0,18.01,1.0,6.0,10
1316217600,,GBP,82,3,ACH,7,75.0,77,1,4,Thornhaugh Street,"The Brunei Gallery, SOAS",False,1851135.0,37.0,4.0,567.0,160
1312563600,US,USD,1,2,ACH,2,31.0,31,0,616,,,True,1868559.0,99.0,1.0,500.0,1
1314572400,GB,GBP,0,0,,0,40.0,40,0,0,,,True,1916209.0,,1.0,10.0,4
1314572400,GB,GBP,0,0,,0,,40,1,0,,,True,,,,0.0,0
1314486000,US,USD,22,14,CHECK,33,23.0,23,1,425,4705 Black Rock Road,Chris & Cathy Cavey,False,1916407.0,313.6,3.0,210.0,24
1311937200,GB,GBP,15,0,ACH,0,5.0,5,1,0,225 Edgware Road,Hilton London Metropole hotel,True,1932487.0,185.0,1.0,170.0,0
1316210400,US,USD,2,1,CHECK,3,51.0,51,1,471,480 Forest Road,Camp Conquest,False,1946823.0,35.0,2.0,200.0,7
1314156600,US,USD,16,0,CHECK,7,27.0,27,1,82,2565 Charlestown Road,Charlestown Farm Center,False,1949121.0,20.0,1.0,40.0,21
1318305600,US,USD,10,149,ACH,504,57.0,57,1,505,540 President Street Suite 2E,,False,1949333.0,65.0,1.0,18.0,16
1316646000,US,USD,7,2,ACH,3,47.0,47,0,0,Various Locations In Memphis,Various Locations In Memphis,False,1982057.0,81.0,6.0,295.0,15
1320364800,US,USD,9,0,CHECK,5,80.0,81,1,10,400 E. Monroe St.,,False,2015037.0,60.0,1.0,45.0,14
1316775600,US,USD,19,3,CHECK,12,40.0,40,1,222,7225 West 63rd,,False,2015177.0,15.0,1.0,1000.0,47
1315004400,US,USD,10,1,CHECK,8,13.0,13,0,1120,21500 Pacific Coast Hwy.,Hyatt Huntington Beach Resort & Spa ,False,2043113.0,5.0,1.0,500.0,22
1316921400,CA,CAD,1,1,ACH,4,27.0,27,1,47,124 Merton Street Suite 103,ADDvance Treatment Centres,False,2047989.0,148.42000000000004,2.0,80.0,1
1317420000,US,USD,1,2,ACH,38,39.0,39,0,97,,,False,2050665.0,350.0,1.0,25.0,1
1314147600,US,USD,2,0,ACH,0,1.0,1,0,6,196 Chasepointe Drive,Absolution Chess Club,True,2057301.0,85.0,1.0,8.0,2
1333324800,US,USD,61,0,CHECK,1,76.0,82,1,135,"400 New Jersey Avenue, NW",,False,2077985.0,802.3100000000002,5.0,1001.0,119
1317596400,US,USD,5,15,ACH,70,34.0,34,1,741,2101 Texas Star Lane,Texas Station Hotel,False,2080363.0,3917.8,4.0,71.0,5
1319248800,US,USD,3,6,CHECK,14,46.0,46,1,352,1705 Poplar Ave,Evergreen Theater,False,2112731.0,60.76,1.0,30.0,3
1328248800,US,USD,12,33,CHECK,120,76.0,81,1,251,200 West 12th Street,,False,2113229.0,5575.0,5.0,560.0,21
1318561200,US,USD,1,118,ACH,406,37.0,38,1,719,201 Bloomington Road,Base Camp - Northern Star Council - Boy Scouts of America,False,2113323.0,15.0,1.0,10.0,1
1325635200,US,USD,2000,23,ACH,149,55.0,86,1,209,37001 Mission Blvd.,,False,2116121.0,545.0,23.0,10263.0,8406
1320404400,US,USD,2000,4,ACH,6,46.0,46,1,0,600 California Avenue,Treasure Island,False,2178398.0,175.0,6.0,4650.0,4648
1318158000,US,USD,0,0,,0,7.0,7,1,665,8358 PINES BLVD,CAFE IGUANAS,True,2236248.0,,1.0,100.0,0
1320300000,US,USD,40,2,ACH,6,28.0,31,0,477,"806 15th Street, NW",Le Bar@Sofitel Hotel,False,2244358.0,20.0,2.0,100.0,51
1319487300,US,USD,17,0,ACH,44,16.0,16,1,0,1701 Pacific Ave,,False,2276824.0,38.0,2.0,200.0,21
1319518800,US,USD,17,4,ACH,18,15.0,16,1,109,81 West Broadway,"Le Pain Quotidien, TriBeCa",False,2277166.0,213.0,4.0,95.0,27
1324875600,US,USD,1,2,ACH,7,33.0,33,1,157,"1695 Richland Ave. East, Ste.",Just Tango Steakhouse,False,2309342.0,68.89,2.0,40.0,1
1320643800,CA,CAD,37,3,ACH,29,15.0,15,1,285,645 Howe St.,The Metropolitan Hotel,False,2342530.0,35.0,2.0,75.0,38
1321848000,US,USD,31,0,ACH,1,22.0,29,1,0,4700 Congress Ave.,Hill's Cafe,False,2342906.0,50.0,1.0,500.0,46
1327354200,US,USD,46,4,ACH,27,14.0,15,1,141,12000 Alumni Drive,,False,2407784.0,104.71,5.0,145.0,88
1320642000,US,USD,7,117,ACH,470,7.0,7,1,362,372 Depot Street,The Magnetic Field,False,2408210.0,5.0,1.0,60.0,13
1323738000,US,USD,8,65,CHECK,89,43.0,43,1,803,700 Lavaca,"TCSA Training Room, Suite 930",False,2408226.0,280.73,1.0,20.0,12
1322256600,US,USD,1,619,ACH,1666,19.0,19,0,1135,Manatee Ave W and Palma Sola Blvd,,False,2440686.0,332.95,3.0,10.0,2
1322103600,US,USD,37,50,CHECK,104,17.0,17,1,566,2001 37th Avenue,,False,2441084.0,11.0,1.0,128.0,128
1324594800,US,USD,12,0,ACH,2,31.0,39,0,74,201 Tallapoosa Street Montgomery,Renaissance Hotel Montgomery,False,2473272.0,32.08,1.0,150.0,62
1329575400,US,USD,5,35,CHECK,72,79.0,79,1,706,"2111 Mission St., Suite 303",,False,2473274.0,465.0,2.0,16.0,5
1338076800,US,USD,10,104,ACH,337,194.0,194,1,187,1601 Shoreline Highway,Green Gulch Farm,False,2473718.0,99.63,6.0,380.0,24
1328230800,US,USD,1,1,ACH,3,75.0,75,1,223,2728 E. 14th Street,UF/IFAS Bay County Extension,False,2506008.0,25.0,1.0,16.0,2
1324674000,,USD,5,31,ACH,83,34.0,34,1,1776,2100 Bridgeway,Bay Model Pier,False,2506662.0,70.0,3.0,40.0,16
1327370400,CA,CAD,21,36,ACH,221,57.0,58,1,1033,The Seymour Building,Ruby's Ukes Ukulele School,False,2538628.0,175.0,2.0,32.0,26
1326416400,US,USD,137,7,CHECK,10,46.0,46,1,1183,5885 Fleur de Lis Drive,,False,2538630.0,64.16,2.0,700.0,229
1331949600,US,USD,15,0,CHECK,1,109.0,109,1,63,,Chula Vista Resort,False,2539300.0,352.39,3.0,120.0,16
1325829600,US,USD,5,0,CHECK,1,40.0,40,1,874,,Applebees,False,2539484.0,15.0,1.0,23.0,8
1323898200,US,USD,16,3,ACH,23,10.0,10,1,233,34-600 Mission Hills Drive,,False,2571424.0,54.71,2.0,140.0,32
1323475200,US,USD,4,1,ACH,3,4.0,4,0,21,,,True,2571514.0,,1.0,30.0,1
1329517800,US,USD,11,108,CHECK,151,75.0,75,1,726,645 Fair Oaks Avenue,La Honda Winery,False,2571932.0,115.0,1.0,26.0,26
1357441500,US,USD,11,2,ACH,19,8.0,8,1,160,507 Calles St ,Sky Candy Warehouse,False,2637137.0,35.82,2.0,9.0,28
1329267600,US,USD,1,0,CHECK,1,5.0,5,1,53,,Atlanta Marriott Century Center,False,2637489.0,43.42,1.0,15.0,1
1332113400,US,USD,44,4,CHECK,8,69.0,82,0,843,Russell Auditorium,Arizona National Guard Joint Force Headquarters,False,2670085.0,93.02,2.0,150.0,88
1331247600,US,USD,81,0,CHECK,1,47.0,63,0,10,302 S. Gammon Road,Madison College,False,2670167.0,15.07,1.0,175.0,83
1335826800,US,USD,25,7,ACH,9,102.0,123,1,540,1101 Wilson Boulevard,Artisphere,False,2674889.0,2927.7200000000007,9.0,623.0,42
1340125200,US,USD,6,47,CHECK,74,164.0,164,1,760,18100 Von Karman,,False,2702897.0,98.61,5.0,800.0,19
1328180400,GB,GBP,108,0,ACH,1,23.0,24,0,42,11-13 KENSINGTON HIGH STREET,Archangel,False,2703221.0,4.05,1.0,232.0,232
1326410700,US,USD,3,43,ACH,315,1.0,1,1,673,6703 9th Ave,,False,2725077.0,45.0,2.0,55.0,3
1339821000,US,USD,3,0,ACH,12,153.0,153,1,145,624 South 6th Street,L'Etage @ Beau Monde,False,2735857.0,11.57,2.0,100.0,2
1339804800,GB,GBP,10,194,ACH,461,152.0,152,0,455,Kings Place,,False,2735997.0,379.5,1.0,20.0,10
1336023000,CA,CAD,234,18,ACH,46,87.0,87,1,699,20 Roundup Way SE,Boyce Theatre at the BMO Centre,False,2766121.0,105.0,3.0,476.0,438
1330833600,US,USD,2,0,ACH,14,38.0,38,1,329,780 Village Center Drive,Topaz,False,2768145.0,10.0,1.0,25.0,2
1331686800,US,USD,52,4,ACH,29,55.0,55,1,58,11500 Space Center Blvd.,Cullen's Upscale American Grille,False,2768547.0,1164.35,9.0,1200.0,84
1332370800,US,USD,9,2,CHECK,25,59.0,59,1,902,The Department of Public Health Donovan Building 1st floor (The Fishbowl),Massachusetts Hospital School,False,2785087.0,25.0,1.0,100.0,9
1329451200,US,USD,1,59,ACH,479,23.0,23,1,224,2021 W Republic Rd,,False,2800835.0,17.91,1.0,18.0,2
1329796800,US,USD,2,61,ACH,479,27.0,27,1,224,2021 W Republic Rd,,False,2800989.0,22.63,1.0,18.0,2
1333686600,US,USD,10,556,ACH,1113,66.0,66,1,730,2563 15th Street,Sipping n Painting  ,False,2833561.0,73.62,2.0,55.0,21
1331265600,US,USD,20,46,CHECK,79,32.0,32,1,952,E Seminole Blvd,,False,2866315.0,150.0,2.0,20.0,19
1333513800,US,USD,5,5,ACH,71,56.0,58,1,383,12 Eldridge Street,Museum at Eldridge Street,False,2866813.0,80.5,4.0,650.0,8
1337817600,US,USD,55,8,CHECK,17,102.0,104,1,1085,1501 Gaylord Trail,,False,2866827.0,3641.550000000001,30.0,3000.0,60
1332725400,US,USD,18,0,CHECK,2,48.0,48,1,112,8000 York Rd,,False,2866897.0,210.64,2.0,210.0,42
1348970400,CA,CAD,32,0,ACH,1,25.0,25,1,316,910 Mainland St,,False,2867193.0,3.71,1.0,75.0,69
1334040300,US,USD,20,15,ACH,55,55.0,55,1,94,143 S. Cedros Avenue,Belly Up Tavern Solana Beach,False,2929987.0,15.0,1.0,60.0,28
1335760200,GB,GBP,41,0,ACH,1,74.0,74,1,0,,,False,2931983.0,45.0,2.0,90.0,48
1370066400,GB,GBP,1,0,ACH,1,9.0,471,1,819,43 Barlow Moor Road,Didsbury Lounge,False,2932059.0,10.0,1.0,100.0,3
1330048800,US,USD,2,0,ACH,0,4.0,4,1,0,400 Binks Forest Drive,Binks Forest Golf Club,True,2951751.0,155.0,1.0,5.0,2
1336428000,US,USD,3,9,ACH,60,75.0,75,1,89,301 Michigan St NE,Grand Valley State University - Robert C. Pew Grand Rapids Campus,False,2974961.0,210.64,2.0,20.0,4
1330477200,US,USD,4,0,ACH,0,2.0,2,1,0,10110 Glen Rose Court,,True,2992617.0,220.0,1.0,16.0,1
1330491600,US,USD,2,2,ACH,2,2.0,2,1,280,1400 SOUTH LINCOLN PARKWAY,LG GRAND BALLROOM,True,2997807.0,320.0,3.0,300.0,25
1330930800,CA,CAD,2,0,ACH,0,1.0,1,1,0,,air canada centre,True,3029101.0,950.0,1.0,10.0,4
1332831300,,USD,5,27,ACH,111,23.0,23,0,2332,,,False,3030549.0,1582.34,9.0,90000.0,5
1335484800,CA,CAD,9,1,ACH,5,54.0,54,1,277,1136 Curé-Labelle,Mirage Hotel Blainville,False,3030981.0,25.0,2.0,300.0,32
1331251200,US,USD,1,125,ACH,434,1.0,1,0,330,,,False,3063205.0,90.0,1.0,1.0,1
1333490400,CA,CAD,53,0,ACH,13,27.0,27,1,248,"1181 Seymour Street,",Vancity Theatre ,False,3063297.0,166.23000000000005,3.0,150.0,60
1334271600,US,USD,16,6,CHECK,18,33.0,34,1,926,Lakeshore Drive and Narcissus Road,Laurel Lake Community Center,False,3071883.0,240.0,6.0,255.0,25
1331362800,CA,CAD,2,0,ACH,0,1.0,1,1,5,,air canada centre,True,3071899.0,850.0,1.0,18.0,4
1334257200,US,USD,32,0,CHECK,1,32.0,32,1,61,Lock 3 downtown Akron,Lock 3 ,False,3095843.0,60.0,3.0,300.0,44
1333319400,US,USD,10,8,CHECK,22,21.0,21,1,958,"1950 Franklin Street, 1st floor",Kaiser Permanente ,False,3095941.0,240.0,2.0,24.0,12
1332457200,US,USD,9,1,ACH,1,6.0,6,1,20,6423 Prestonshire Ln,,True,3106623.0,49.0,1.0,50.0,1
1335412800,US,USD,3,26,CHECK,99,39.0,39,1,518,305 E. Houston St.,,False,3128759.0,36.02,2.0,60.0,7
1335740400,GB,USD,0,0,,0,,40,1,4,,,True,,,,0.0,0
1333333800,US,USD,51,3,CHECK,10,15.0,15,1,221,West Broad Village,Keagan's,False,3129221.0,51.88,3.0,90.0,60
1333854000,GB,GBP,1,1,ACH,4,21.0,21,1,115,9 Park Walk ,The Henry Root ,False,3129291.0,18.15,1.0,25.0,2
1332464400,US,USD,1,0,ACH,0,1.0,1,1,0,Pinehurst,,True,3161541.0,3630.0,4.0,400.0,2
1334642400,US,USD,2,0,ACH,0,23.0,23,1,42,,,True,3166545.0,400.0,2.0,7.0,1
1333166400,US,USD,2,0,ACH,0,5.0,5,1,0,200 S Pine Ave,Hyatt Regency Long Beach,True,3173543.0,238.0,1.0,15.0,2
1333065600,US,USD,2,0,ACH,0,5.0,5,1,0,1700 Lake Kingwood Trail,The Clubs of Kingwood - Forest,True,3174619.0,235.0,1.0,10.0,2
1336172400,US,USD,0,0,,0,,40,1,11,,,True,,,,0.0,0
1338753600,GB,GBP,27,0,ACH,3,18.0,18,1,691,Milton Road,Cantley House Hotel,False,3186569.0,45.05,4.0,80.0,29
1334727000,US,USD,52,3,ACH,5,22.0,22,1,63,33A Maryland Ave.,Oro Pomodoro Ristorante,False,3189889.0,65.0,1.0,150.0,100
1333530000,US,USD,30,0,ACH,9,7.0,7,1,0,316 11th St,,False,3194463.0,42.0,2.0,60.0,44
1336183200,US,USD,11,0,CHECK,1,34.0,34,1,0,2315 Durant Ave,,False,3227189.0,35.0,1.0,250.0,17
1333926000,US,USD,1,0,ACH,0,4.0,4,1,0,410 CAMPUS CENTER DRIVE,UTAH MUSEAUM OF FINE ARTS,True,3254753.0,1425.0,3.0,180.0,5
1337147100,GB,GBP,4,0,ACH,1,39.0,40,1,0,17 High Street,Orocco Pier Hotel,False,3259667.0,8.75,1.0,110.0,110
1337569200,US,USD,1,0,CHECK,1,45.0,45,1,287,1305 Mamaroneck Avenue,Santhigram Wellness,False,3259727.0,15.0,1.0,10.0,1
1334343600,GB,GBP,4,5,ACH,262,8.0,8,1,0,St Sampson's Square,York Chocolate Festival Marquee,False,3259881.0,8.5,2.0,40.0,10
1339128000,US,USD,5,0,CHECK,1,60.0,61,1,2,792 S. McLean Blvd.,Kyuki-Do Martial Arts Academy,False,3260003.0,91.26,2.0,50.0,5
1335731400,US,USD,2,0,ACH,4,24.0,24,1,305,475 14th Street,Oakland Chamber of Commerce,False,3260133.0,60.43,1.0,6.0,2
1334358000,US,USD,3,0,ACH,0,6.0,6,1,0,3770 Las Vegas Blvd.,Monte Carlo Resort & Casino - Grand Ballroom & Cabana,True,3260195.0,680.0,6.0,130.0,3
1333753200,US,USD,1,152,ACH,434,1.0,1,0,359,,,False,3260407.0,80.0,1.0,1.0,1
1336093200,US,USD,18,0,CHECK,5,24.0,24,1,0,5612 SMU Blvd,The Barley House,False,3292597.0,40.0,3.0,1000.0,24
1334361600,US,USD,7,2,CHECK,19,2.0,3,1,230,126 Wood Rd,,False,3292611.0,50.0,4.0,60.0,14
1336964400,GB,GBP,2,0,ACH,2,30.0,34,1,6,1 Lady's Ln,Roadmender,False,3292635.0,12.0,2.0,80.0,15
1334791800,US,USD,1,0,CHECK,1,9.0,9,1,0,1333 Northeast Martin Luther King Junior Boulevard,Ambridge Event Center,False,3292875.0,659.09,4.0,52.0,24
1334124000,US,USD,1,23,ACH,29,0.0,0,0,336,,,True,3296823.0,188.01,1.0,1000.0,1
1338354000,US,GBP,21,7,ACH,16,44.0,44,1,634,20 Clerkenwell Green,Frameless Gallery,False,3325057.0,11.86,2.0,200.0,29
1341097200,CA,CAD,4,15,ACH,81,34.0,34,1,560,,,False,3325295.0,674.89,4.0,433.0,3
1336536000,US,USD,4,0,ACH,2,16.0,16,1,15,10430 S Eastern Ave,Beach House,False,3325697.0,17.91,1.0,150.0,4
1335222000,US,USD,3,0,ACH,0,5.0,5,1,0,926 Howard St,TechShop,True,3345933.0,225.0,1.0,10.0,3
1336798800,AU,AUD,84,0,ACH,19,13.0,15,1,6,50 Beaufort St,The Court Hotel Outdoor Garden,False,3357901.0,20.0,1.0,200.0,159
1340406000,AU,AUD,14,0,ACH,1,52.0,62,1,0,Coffs Harbour Showground,Norm Jordan Pavilion,False,3358691.0,127.64,4.0,87.0,17
1335841200,US,USD,88,0,ACH,0,8.0,8,1,0,1 W 53rd St,,True,3367755.0,8.46,1.0,100.0,1
1338865200,GB,GBP,1,2,ACH,9,12.0,12,1,283,Broughton Road,The Swan Inn,False,3390585.0,13.45,3.0,37.0,7
1339209000,GB,GBP,17,1,ACH,32,10.0,12,1,0,251 High Street,Julie's School of Dance,True,3423407.0,183.75,2.0,200.0,0
1336661700,GB,GBP,3,0,ACH,1,0.0,0,1,4,Turningshaw Rd,IPG Paintball Course,False,3423431.0,10.0,1.0,50.0,3
1335852000,US,USD,1,27,ACH,29,0.0,0,0,356,,,True,3423891.0,188.01,1.0,1000.0,1
1335839400,GB,GBP,0,0,,32,,0,1,0,Glover Street,Dewars Centre,True,3423977.0,35.0,1.0,100.0,0
1342542600,US,USD,8,10,ACH,13,36.0,37,1,286,11311 McCormick Rd.,PSA Insurance and Financial Services,False,3456335.0,145.0,6.0,215.0,26
1340928000,GB,GBP,19,0,ACH,2,49.0,49,1,0,,Bath and Bristol,False,3489549.0,17.5,2.0,300.0,31
1353290400,UY,USD,2,22,ACH,43,191.0,191,1,203,Solano García 2475 ,Regency Golf Hotel,False,3489655.0,2603.21,3.0,24.0,25
1340692200,GB,GBP,1,14,ACH,100,46.0,46,0,827,,,False,3489719.0,22.85,1.0,100.0,2
1347856200,GB,GBP,2,16,ACH,100,129.0,129,1,827,16 Church Street,Bar Utopia,False,3489759.0,22.85,1.0,20.0,9
